event_id,event_type_id,event_name,time,country,currency,impact,actual,forecast,previous,urls,title
380855,1732,BOJ Board Member Nakaso Speaks,31-01-19 04:05,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-nakaso-speaks-1732,Board Member Nakaso Speaks
382763,1730,SNB Gov Board Member Zurbrugg Speaks,05-03-19 09:00,Switzerland,CHF,Moderate Volatility Expected,,,,snb-gov-board-member-zurbrugg-speaks-1730,Swiss National Bank Governor Board Member Zurbrugg Speaks
378239,1819,NBP Inflation and GDP Projection,11-03-19 09:00,Poland,PLN,Moderate Volatility Expected,,,,nbp-inflation-and-gdp-projection-1819,Central Bank Inflation and GDP Projection
384375,1850,UK Parliament Indicative Votes on Brexit,01-04-19 19:00,United Kingdom,GBP,Moderate Volatility Expected,,,,uk-parliament-indicative-votes-on-brexit-1850,Parliament Indicative Votes on Brexit
386958,1706,ECB's Praet Speaks,22-05-19 09:30,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb's-praet-speaks-1706,European Central Bank Praet Speaks
387174,1587,ECB's Nowotny Speaks,24-05-19 08:30,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb's-nowotny-speaks-1587,ECB's Nowotny Speaks
387336,1840,European Parliament Elections,26-05-19 10:00,Euro Zone,EUR,Moderate Volatility Expected,,,,european-parliament-elections-1840,European Parliament Elections
387946,1718,MPC Member Ramsden Speaks,05-06-19 07:45,United Kingdom,GBP,Moderate Volatility Expected,,,,mpc-member-ramsden-speaks-1718,Monetary Policy Committee (MPC) Member Ramsden Speaks
388696,1728,BoC Gov Council Member Schembri Speaks,17-06-19 18:30,Canada,CAD,Moderate Volatility Expected,,,,boc-gov-council-member-schembri-speaks-1728,Governor Council Member Schembri Speaks
390538,1895,Winner of Conservative Leadership Announced,23-07-19 10:45,United Kingdom,GBP,Moderate Volatility Expected,,,,winner-of-conservative-leadership-announced-1895,Winner of Conservative Leadership Announced
390501,1756,Turkish Late Liquidity Window Rate,25-07-19 11:00,Turkey,TRY,Moderate Volatility Expected,19.75%,,24.00%,turkish-late-liquidity-window-rate-1756,Late Liquidity Window Rate
390906,1750,French GDP,31-07-19 06:45,France,EUR,Moderate Volatility Expected,1.10%,1.30%,1.20%,french-gdp-1750,Gross Domestic Product (GDP) 
391118,1674,IEA Monthly Report,09-08-19 08:00,United States,USD,Moderate Volatility Expected,,,,iea-monthly-report-1674,International Energy Agency (IEA) Monthly Oil Market Report
391457,1798,CPIH,14-08-19 08:30,United Kingdom,GBP,Moderate Volatility Expected,2.00%,1.80%,1.90%,cpih-1798,Consumer Prices Index Including Owner Occupiersâ€™ Housing Costs (CPIH) 
391829,289,Adjusted Trade Balance,18-08-19 23:50,Japan,JPY,Moderate Volatility Expected,-0.13T,-0.15T,-0.03T,adjusted-trade-balance-289,Adjusted Trade Balance
391866,1677,Jackson Hole Symposium,24-08-19 16:30,United States,USD,Moderate Volatility Expected,,,,jackson-hole-symposium-1677,Jackson Hole Symposium
392348,1737,BoJ Board Member Suzuki Speaks,29-08-19 01:30,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-suzuki-speaks-1737,Board Member Suzuki Speaks
392391,1771,PCE Deflator,30-08-19 12:30,United States,USD,Moderate Volatility Expected,0.20%,,0.10%,pce-deflator-1771,PCE Deflator
392392,1772,PCE Deflator,30-08-19 12:30,United States,USD,Moderate Volatility Expected,1.40%,,1.30%,pce-deflator-1772,PCE Prices 
392683,1751,Cap Goods Ship Non Defense Ex Air,05-09-19 14:00,United States,USD,Moderate Volatility Expected,-0.60%,,-0.70%,cap-goods-ship-non-defense-ex-air-1751,Capital Goods Ship Non Defense ex Air 
393999,1962,UK Supreme Court Decision,24-09-19 09:30,United Kingdom,GBP,Moderate Volatility Expected,,,,uk-supreme-court-decision-1962,Supreme Court Decision
382922,1832,SARB Monetary Policy Review,01-10-19 08:00,South Africa,ZAR,Moderate Volatility Expected,,,,sarb-monetary-policy-review-1832, Reserve Bank Monetary Policy Review 
394266,1733,BOJ Board Member Funo Speaks,03-10-19 01:00,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-funo-speaks-1733,Board Member Funo Speaks
378790,1824,BOK Financial Stability Board Meeting Minutes,11-10-19 01:00,South Korea,KRW,Moderate Volatility Expected,,,,bok-financial-stability-board-meeting-minutes-1824,Financial Stability Board Meeting Minutes
395163,1770,BoE Deputy Governor Woods Speaks,15-10-19 08:30,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-deputy-governor-woods-speaks-1770,Deputy Governor Woods Speaks
395577,1964,Canadian Federal Election,21-10-19 00:00,Canada,CAD,Moderate Volatility Expected,,,,canadian-federal-election-1964,Canadian Federal Election
395889,1703,ECB's Lautenschlaeger Speaks,30-10-19 17:30,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb's-lautenschlaeger-speaks-1703,European Central Bank Lautenschlaeger Speaks
379532,1805,CBRT Inflation Report,31-10-19 07:30,Turkey,TRY,Moderate Volatility Expected,,,,cbrt-inflation-report-1805,Inflation Report
395891,573,SNB Chairman Thomas Jordan speaks,31-10-19 15:30,Switzerland,CHF,Moderate Volatility Expected,,,,snb-chairman-thomas-jordan-speaks-573,speaks
396709,1841,Spanish General Election,10-11-19 10:00,Spain,EUR,Moderate Volatility Expected,,,,spanish-general-election-1841,Spanish General Election
396842,1966,BRICS Summit,14-11-19 00:00,Brazil,BRL,Moderate Volatility Expected,,,,brics-summit-1966,BRICS Summit
396621,1729,SNB Gov Board Member Maechler Speaks,14-11-19 17:30,Switzerland,CHF,Moderate Volatility Expected,,,,snb-gov-board-member-maechler-speaks-1729,Swiss National Bank Governor Board Member Maechler Speaks
396915,1142,RBA Assist Gov Kent Speaks,18-11-19 22:05,Australia,AUD,Moderate Volatility Expected,,,,rba-assist-gov-kent-speaks-1142,Assistant Governor Kent Speaks
397152,1866,ECB Hakkarainen Speaks,19-11-19 08:30,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb-hakkarainen-speaks-1866,Member of the Supervisory Board (ECB representative) Pentti Hakkarainen Speaks
396865,1865,ECB Financial Stability Review,20-11-19 09:00,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb-financial-stability-review-1865,ECB Financial Stability Review
395267,1859,Treasury Department Report,22-11-19 22:00,United States,USD,Moderate Volatility Expected,,,,treasury-department-report-1859,US Treasury Department Report
397205,64,Core Retail Sales,25-11-19 21:45,New Zealand,NZD,Moderate Volatility Expected,1.80%,,0.30%,core-retail-sales-64,Core Retail Sales 
397211,1809,RBNZ Financial Stability Report,26-11-19 19:00,New Zealand,NZD,Moderate Volatility Expected,,,,rbnz-financial-stability-report-1809,RBNZ Financial Stability Report
379534,1806,CBRT Financial Stability Report,29-11-19 11:00,Turkey,TRY,Moderate Volatility Expected,,,,cbrt-financial-stability-report-1806,Financial Stability Report
397916,1734,BOJ Board Member Harada Speaks,05-12-19 01:30,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-harada-speaks-1734,Board Member Harada Speaks
398219,1721,RBA Assist Gov Bullock Speaks,10-12-19 02:45,Australia,AUD,Moderate Volatility Expected,,,,rba-assist-gov-bullock-speaks-1721,Assist Governor Bullock Speaks
397239,1941,Interest Rate Projection - 3rd Yr,11-12-19 19:00,United States,USD,Moderate Volatility Expected,2.1,,2.4,interest-rate-projection---3rd-yr-1941,Federal Funds Rate (FFR) Projection - 3rd Year
397242,1943,Interest Rate Projection - Current,11-12-19 19:00,United States,USD,Moderate Volatility Expected,1.6,,1.9,interest-rate-projection---current-1943,Federal Funds Rate (FFR) Projection - Current
397240,1942,Interest Rate Projection - Longer,11-12-19 19:00,United States,USD,Moderate Volatility Expected,2.5,,2.5,interest-rate-projection---longer-1942,Federal Funds Rate (FFR) Projection - Longer Term
398158,1644,Euro Summit,13-12-19 10:00,Euro Zone,EUR,Moderate Volatility Expected,,,,euro-summit-1644,Euro Summit
398603,1702,ECB's Coeure Speaks,18-12-19 11:15,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb's-coeure-speaks-1702,European Central Bank Coeure Speaks
390220,1786,BCB National Monetary Council Meeting,19-12-19 12:00,Brazil,BRL,Moderate Volatility Expected,,,,bcb-national-monetary-council-meeting-1786,BCB National Monetary Council Meeting
378231,1817,NBP Monetary Policy Meeting Minutes,19-12-19 13:00,Poland,PLN,Moderate Volatility Expected,,,,nbp-monetary-policy-meeting-minutes-1817,Central Bank Monetary Policy Meeting Minutes
379310,1833,CBR Monetary Policy Meeting Minutes,23-12-19 12:00,Russia,RUB,Moderate Volatility Expected,,,,cbr-monetary-policy-meeting-minutes-1833,Monetary Policy Meeting Minutes
378780,1823,BOK Financial Stability Board Meeting,26-12-19 01:00,South Korea,KRW,Moderate Volatility Expected,,,,bok-financial-stability-board-meeting-1823,Financial Stability Board Meeting
403697,1826,RBI Financial Stability Report,27-12-19 04:30,India,INR,Moderate Volatility Expected,,,,rbi-financial-stability-report-1826,Financial Stability Report
399259,1084,PBoC Reserve Requirement Ratio,01-01-20 07:07,China,CNY,Moderate Volatility Expected,12.50%,,13.00%,pboc-reserve-requirement-ratio-1084,Reserve Requirement Ratio
399914,1701,BoE MPC Member Saunders Speaks,15-01-20 08:40,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-mpc-member-saunders-speaks-1701,(BoE) Monetary Policy Committee (MPC) Member Saunders Speaks
400174,1969,World Economic Forum Annual Meetings,24-01-20 08:00,Switzerland,CHF,Moderate Volatility Expected,,,,world-economic-forum-annual-meetings-1969,World Economic Forum Annual Meetings
400140,9,Gross Mortgage Approvals,27-01-20 09:30,United Kingdom,GBP,Moderate Volatility Expected,46.8K,,44.1K,gross-mortgage-approvals-9,Gross Mortgage Approvals
399541,1955,OPEC Crude Oil Production Ecuador,31-01-20 11:25,United States,USD,Moderate Volatility Expected,0.54M,,0.50M,opec-crude-oil-production-ecuador-1955,(Barrel)
400685,1970,Indian Union Budget,01-02-20 06:00,India,INR,Moderate Volatility Expected,,,,indian-union-budget-1970, Union Budget
401027,1727,BoC Gov Council Member Wilkins Speaks,05-02-20 17:30,Canada,CAD,Moderate Volatility Expected,,,,boc-gov-council-member-wilkins-speaks-1727,Governor Council Member Wilkins Speaks
400908,384,NAB Quarterly Business Confidence,06-02-20 00:30,Australia,AUD,Moderate Volatility Expected,-1,,-1,nab-quarterly-business-confidence-384,Bank Quarterly Business Confidence
401162,1789,BoJ Board Member Masai Speaks,06-02-20 01:30,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-masai-speaks-1789,Board Member Takako Masai Speaks
401569,1835,FOMC Member Bowman Speaks,10-02-20 13:15,United States,USD,Moderate Volatility Expected,,,,fomc-member-bowman-speaks-1835,Federal Open Market Committee (FOMC) Member Michelle W. Bowman Speaks
401715,1802,FOMC Member Daly Speaks,11-02-20 11:00,United States,USD,Moderate Volatility Expected,,,,fomc-member-daly-speaks-1802,Federal Open Market Committee (FOMC) Member Mary Daly Speaks
401573,1782,MPC Member Haskel Speaks,11-02-20 17:00,United Kingdom,GBP,Moderate Volatility Expected,,,,mpc-member-haskel-speaks-1782,(BoE) Monetary Policy Committee (MPC) Member Haskel Speaks
401856,1651,FOMC Member Brainard Speaks,21-02-20 15:15,United States,USD,Moderate Volatility Expected,,,,fomc-member-brainard-speaks-1651,FOMC Member Brainard Speaks
402408,1725,BoC Gov Council Member Lane Speaks,25-02-20 17:15,Canada,CAD,Moderate Volatility Expected,,,,boc-gov-council-member-lane-speaks-1725,Governor Council Member Lane Speaks
402407,1803,FOMC Member Clarida Speaks,25-02-20 20:00,United States,USD,Moderate Volatility Expected,,,,fomc-member-clarida-speaks-1803,Federal Open Market Committee (FOMC) Member Richard Clarida Speaks
402412,1769,BoJ Board Member Kataoka Speaks,27-02-20 01:30,Japan,JPY,Moderate Volatility Expected,,,,boj-board-member-kataoka-speaks-1769,BoJ Board Member Kataoka Speaks
402413,1794,BOJ Deputy Governor Amamiya Speaks,27-02-20 05:00,Japan,JPY,Moderate Volatility Expected,,,,boj-deputy-governor-amamiya-speaks-1794,Deputy Governor Masayoshi Amamiya Speaks
403691,1829,RBI Monetary and Credit Information Review,28-02-20 04:30,India,INR,Moderate Volatility Expected,,,,rbi-monetary-and-credit-information-review-1829,Monetary and Credit Information Review
402393,446,GDP,28-02-20 09:00,Poland,PLN,Moderate Volatility Expected,3.20%,3.10%,3.90%,gdp-446,Gross Domestic Product (GDP) 
402422,1134,BoE MPC Member Cunliffe Speaks,28-02-20 16:15,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-mpc-member-cunliffe-speaks-1134,(BoE) Monetary Policy Committee (MPC) Member Cunliffe Speaks
401707,600,GDP Annualized,03-03-20 09:30,South Africa,ZAR,Moderate Volatility Expected,-1.40%,-0.10%,-0.80%,gdp-annualized-600,Gross Domestic Product (GDP) Annualized 
402913,1135,BoE MPC Member Broadbent Speaks,04-03-20 18:00,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-mpc-member-broadbent-speaks-1135,(BoE) Monetary Policy Committee (MPC) Member Broadbent Speaks
402797,1699,BoE MPC Member Haldane Speaks,05-03-20 13:00,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-mpc-member-haldane-speaks-1699,(BoE) Monetary Policy Committee (MPC) Member Haldane Speaks
402911,839,FOMC Member Rosengren Speaks,06-03-20 19:00,United States,USD,Moderate Volatility Expected,,,,fomc-member-rosengren-speaks-839,Federal Open Market Committee (FOMC) Member Rosengren Speaks
402912,1664,FOMC Member George Speaks,06-03-20 20:30,United States,USD,Moderate Volatility Expected,,,,fomc-member-george-speaks-1664,FOMC Member George Speaks
403147,1141,RBA Assist Gov Debelle Speaks,10-03-20 22:00,Australia,AUD,Moderate Volatility Expected,,,,rba-assist-gov-debelle-speaks-1141,Assistant Governor Debelle Speaks
402205,21,BSI Large Manufacturing Conditions,11-03-20 23:50,Japan,JPY,Moderate Volatility Expected,-17.2,,-7.8,bsi-large-manufacturing-conditions-21,BSI Large Manufacturing Conditions
403263,357,Westpac Consumer Sentiment,16-03-20 20:00,New Zealand,NZD,Moderate Volatility Expected,104.2,,109.9,westpac-consumer-sentiment-357,Westpac Consumer Sentiment
402502,147,House Price Index,17-03-20 00:30,Australia,AUD,Moderate Volatility Expected,3.90%,3.90%,2.40%,house-price-index-147,House Price Index (HPI) 
402524,1577,Wages in euro zone,17-03-20 10:00,Euro Zone,EUR,Moderate Volatility Expected,2.30%,,2.60%,wages-in-euro-zone-1577,Eurozone Wages 
402547,1177,Current Account,17-03-20 21:45,New Zealand,NZD,Moderate Volatility Expected,-9.23B,-9.59B,-10.28B,current-account-1177,Current Account 
402549,82,Current Account,17-03-20 21:45,New Zealand,NZD,Moderate Volatility Expected,-2.66B,-2.96B,-6.35B,current-account-82,Current Account 
403548,1722,RBA Assist Gov Ellis Speaks,18-03-20 01:00,Australia,AUD,Moderate Volatility Expected,,,,rba-assist-gov-ellis-speaks-1722,Assist Governor Ellis Speaks
402704,1117,Interest Rate,19-03-20 08:00,Taiwan,TWD,Moderate Volatility Expected,1.13%,1.25%,1.38%,interest-rate-1117,Interest Rate
403868,1690,ECB LTRO,19-03-20 10:30,Euro Zone,EUR,Moderate Volatility Expected,115.0B,,97.7B,ecb-ltro-1690,ECB Long Term Refinancing Operation (LTRO)
402723,81,Current Account,19-03-20 12:30,United States,USD,Moderate Volatility Expected,-109.8B,-109.0B,-125.4B,current-account-81,Current Account
404015,1816,CBR Press Conference,20-03-20 12:00,Russia,RUB,Moderate Volatility Expected,,,,cbr-press-conference-1816,Press Conference
402977,439,GDP,25-03-20 19:00,Argentina,ARS,Moderate Volatility Expected,-1.10%,,-1.70%,gdp-439,Gross Domestic Product (GDP) 
404005,1853,Vietnamese GDP,27-03-20 06:30,Vietnam,VND,Moderate Volatility Expected,3.82%,,6.79%,vietnamese-gdp-1853,Gross Domestic Product (GDP) 
403294,83,Current Account,31-03-20 06:00,United Kingdom,GBP,Moderate Volatility Expected,-5.6B,-7.0B,-15.9B,current-account-83,Current Account
402862,1951,OPEC Crude Oil Production Algeria,31-03-20 15:00,United States,USD,Moderate Volatility Expected,1.01M,,1.01M,opec-crude-oil-production-algeria-1951,(Barrel)
402863,1954,OPEC Crude Oil Production Congo,31-03-20 15:00,United States,USD,Moderate Volatility Expected,0.31M,,0.33M,opec-crude-oil-production-congo-1954,(Barrel)
402872,1952,OPEC Crude Oil Production Gabon,31-03-20 15:00,United States,USD,Moderate Volatility Expected,0.19M,,0.21M,opec-crude-oil-production-gabon-1952,(Barrel)
402864,1956,OPEC Crude Oil Production Guinea,31-03-20 15:00,United States,USD,Moderate Volatility Expected,0.12M,,0.12M,opec-crude-oil-production-guinea-1956,(Barrel)
402866,1944,OPEC Crude oil Production Iran,31-03-20 15:00,United States,USD,Moderate Volatility Expected,2.08M,,2.08M,opec-crude-oil-production-iran-1944,(Barrel)
402865,1860,OPEC Crude oil Production Iraq,31-03-20 15:00,United States,USD,Moderate Volatility Expected,4.59M,,4.53M,opec-crude-oil-production-iraq-1860,(Barrel)
402869,1948,OPEC Crude Oil Production Kuwait,31-03-20 15:00,United States,USD,Moderate Volatility Expected,2.66M,,2.67M,opec-crude-oil-production-kuwait-1948,(Barrel)
402870,1949,OPEC Crude Oil Production Libya,31-03-20 15:00,United States,USD,Moderate Volatility Expected,0.15M,,0.76M,opec-crude-oil-production-libya-1949,(Barrel)
402871,1950,OPEC Crude Oil Production Nigeria,31-03-20 15:00,United States,USD,Moderate Volatility Expected,1.79M,,1.80M,opec-crude-oil-production-nigeria-1950,a (Barrel)
402867,1945,OPEC Crude oil Production Saudi Arabia,31-03-20 15:00,United States,USD,Moderate Volatility Expected,9.68M,,9.72M,opec-crude-oil-production-saudi-arabia-1945,(Barrel)
402868,1947,OPEC Crude oil Production UAE,31-03-20 15:00,United States,USD,Moderate Volatility Expected,3.04M,,2.99M,opec-crude-oil-production-uae-1947, (UAE) (Barrel)
402873,1946,OPEC Crude oil Production Venezuela,31-03-20 15:00,United States,USD,Moderate Volatility Expected,0.76M,,0.75M,opec-crude-oil-production-venezuela-1946,(Barrel)
403342,1515,Tankan All Big Industry CAPEX,31-03-20 23:50,Japan,JPY,Moderate Volatility Expected,1.80%,-1.10%,6.80%,tankan-all-big-industry-capex-1515,Tankan All Big Industry CAPEX
403338,1517,Tankan Big Manufacturing Outlook Index,31-03-20 23:50,Japan,JPY,Moderate Volatility Expected,-11,-14,0,tankan-big-manufacturing-outlook-index-1517,Tankan Big Manufacturing Outlook Index
404370,586,Spanish 10-Year Obligacion Auction,02-04-20 09:00,Spain,EUR,Moderate Volatility Expected,0.72%,,0.66%,spanish-10-year-obligacion-auction-586,10-Year Obligacion Auction
404628,1153,BoC Business Outlook Survey,06-04-20 14:30,Canada,CAD,Moderate Volatility Expected,,,,boc-business-outlook-survey-1153,Business Outlook Survey
404498,229,NZIER Business Confidence,06-04-20 22:00,New Zealand,NZD,Moderate Volatility Expected,-70%,,-21%,nzier-business-confidence-229,Institute of Economic Research Business Confidence
403445,1937,Labour Productivity,07-04-20 08:30,United Kingdom,GBP,Moderate Volatility Expected,0.30%,,0.30%,labour-productivity-1937,Labour Productivity
404717,1643,Eurogroup Meetings,07-04-20 10:00,Euro Zone,EUR,Moderate Volatility Expected,,,,eurogroup-meetings-1643,Eurogroup Meetings
404650,77,Adjusted Current Account,07-04-20 23:50,Japan,JPY,Moderate Volatility Expected,2.38T,,1.63T,adjusted-current-account-77,Adjusted Current Account
404791,834,BoJ Governor Kuroda Speaks,09-04-20 00:30,Japan,JPY,Moderate Volatility Expected,,,,boj-governor-kuroda-speaks-834,Governor Kuroda Speaks
404651,358,RBA Financial Stability Review,09-04-20 01:30,Australia,AUD,Moderate Volatility Expected,,,,rba-financial-stability-review-358,Financial Stability Review
404739,1797,NIESR Monthly GDP Tracker,09-04-20 14:00,United Kingdom,GBP,Moderate Volatility Expected,-4.80%,,0.10%,niesr-monthly-gdp-tracker-1797,NIESR Monthly Gross Domestic Product (GDP) Tracker
405161,1825,RBI MPC Meeting Minutes,13-04-20 11:30,India,INR,Moderate Volatility Expected,,,,rbi-mpc-meeting-minutes-1825,Monetary Policy Committee Meeting Minutes
405120,1089,Interest Rate Decision,14-04-20 08:30,Indonesia,IDR,Moderate Volatility Expected,4.50%,4.50%,4.50%,interest-rate-decision-1089,Interest Rate Decision
405045,1710,BoC Rate Statement,15-04-20 14:00,Canada,CAD,Moderate Volatility Expected,,,,boc-rate-statement-1710,(BOC) Rate Statement
405050,10,Beige Book,15-04-20 18:00,United States,USD,Moderate Volatility Expected,,,,beige-book-10,Beige Book
405052,1858,BOE Credit Conditions Survey,16-04-20 08:30,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-credit-conditions-survey-1858,BOE Credit Conditions Survey
405389,1679,Spanish 15-Year Obligacion Auction,16-04-20 09:40,Spain,EUR,Moderate Volatility Expected,1.19%,,0.85%,spanish-15-year-obligacion-auction-1679,15-Year Obligacion Auction
405156,1720,MPC Member Tenreyro Speaks,16-04-20 13:30,United Kingdom,GBP,Moderate Volatility Expected,,,,mpc-member-tenreyro-speaks-1720,Monetary Policy Committee (MPC) Member Tenreyro Speaks
404303,868,GDP,17-04-20 02:00,China,CNY,Moderate Volatility Expected,-9.80%,-9.90%,1.50%,gdp-868,Gross Domestic Product (GDP) 
403912,1914,Chinese GDP YTD ,17-04-20 02:00,China,CNY,Moderate Volatility Expected,-6.80%,,6.10%,chinese-gdp-ytd--1914,Gross Domestic Product (GDP) Year to Date (YTD) 
405430,1973,RBI Press Conference,17-04-20 04:30,India,INR,Moderate Volatility Expected,,,,rbi-press-conference-1973,Press Conference
405060,282,Tertiary Industry Activity Index,17-04-20 04:30,Japan,JPY,Moderate Volatility Expected,-0.50%,,0.30%,tertiary-industry-activity-index-282,Tertiary Industry Activity Index 
404429,1063,CPI,19-04-20 22:45,New Zealand,NZD,Moderate Volatility Expected,2.50%,2.10%,1.90%,cpi-1063,Consumer Price Index (CPI) 
405477,392,RBA Governor Lowe Speaks,21-04-20 05:00,Australia,AUD,Moderate Volatility Expected,,,,rba-governor-lowe-speaks-392,Governor Lowe Speaks
404536,223,New Housing Price Index,22-04-20 12:30,Canada,CAD,Moderate Volatility Expected,0.30%,,0.40%,new-housing-price-index-223,New Housing Price Index 
405780,1719,MPC Member Vlieghe Speaks,23-04-20 09:30,United Kingdom,GBP,Moderate Volatility Expected,,,,mpc-member-vlieghe-speaks-1719,Monetary Policy Committee (MPC) Member Vlieghe Speaks
405006,1624,Interest Rate Decision,23-04-20 11:00,Ukraine,UAH,Moderate Volatility Expected,8.00%,9.25%,10.00%,interest-rate-decision-1624,Interest Rate Decision
405781,1585,FOMC Member Williams Speaks,23-04-20 18:00,United States,USD,Moderate Volatility Expected,,,,fomc-member-williams-speaks-1585,FOMC Member Williams Speaks
405553,441,Retail Sales,23-04-20 19:00,Argentina,ARS,Moderate Volatility Expected,72.70%,,52.10%,retail-sales-441,Retail Sales 
405554,1766,National CPI,23-04-20 23:00,Japan,JPY,Moderate Volatility Expected,0.00%,,-0.10%,national-cpi-1766,National Consumer Price Index (CPI) 
405907,1623,France Jobseekers Total,27-04-20 10:00,France,EUR,Moderate Volatility Expected,"3,488.6K",,"3,245.6K",france-jobseekers-total-1623,Jobseekers Total
405250,427,Interest Rate Decision,28-04-20 07:30,Sweden,SEK,Moderate Volatility Expected,0.00%,,0.00%,interest-rate-decision-427,Interest Rate Decision
404863,1011,CPI,29-04-20 01:30,Australia,AUD,Moderate Volatility Expected,2.20%,2.00%,1.80%,cpi-1011,Consumer Price Index (CPI) 
404865,293,Trimmed Mean CPI,29-04-20 01:30,Australia,AUD,Moderate Volatility Expected,0.50%,0.40%,0.40%,trimmed-mean-cpi-293,Trimmed Mean Consumer Price Index (CPI) 
405927,1851,Vietnamese CPI,29-04-20 02:00,Vietnam,VND,Moderate Volatility Expected,2.90%,,4.90%,vietnamese-cpi-1851,Consumer Price Index (CPI) 
405929,580,German 10-Year Bund Auction,29-04-20 09:40,Germany,EUR,Moderate Volatility Expected,-0.48%,,-0.34%,german-10-year-bund-auction-580,10-Year Bund Auction
405937,583,Italian 10-Year BTP Auction,29-04-20 09:45,Italy,EUR,Moderate Volatility Expected,1.78%,,1.48%,italian-10-year-btp-auction-583,10-Year BTP Auction
