event_id,event_type_id,event_name,time,country,currency,impact,actual,forecast,previous,urls,title
406126,727,CPI,20-05-20 06:00,United Kingdom,GBP,Moderate Volatility Expected,,,0.40%,cpi-727,Consumer Price Index (CPI) 
406120,242,PPI Input,20-05-20 06:00,United Kingdom,GBP,Moderate Volatility Expected,,-3.90%,-3.60%,ppi-input-242,Producer Price Index (PPI) Input 
406130,137,German PPI,20-05-20 06:00,Germany,EUR,Moderate Volatility Expected,,-0.70%,-0.80%,german-ppi-137,Producer Price Index (PPI) 
406512,478,Interest Rate Decision,20-05-20 07:05,Thailand,THB,Moderate Volatility Expected,,,0.75%,interest-rate-decision-478,Interest Rate Decision
406153,317,Core CPI,20-05-20 09:00,Euro Zone,EUR,Moderate Volatility Expected,,1.00%,0.90%,core-cpi-317,Eurozone Core Consumer Price Index (CPI) 
406150,928,CPI,20-05-20 09:00,Euro Zone,EUR,Moderate Volatility Expected,,0.50%,0.50%,cpi-928,Eurozone Consumer Price Index (CPI) 
406165,1020,Core CPI,20-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,,1.60%,core-cpi-1020,Core Consumer Price Index (CPI) 
406164,70,CPI,20-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,-0.40%,-0.60%,cpi-70,Consumer Price Index (CPI) 
406167,306,Wholesale Sales,20-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,-0.40%,0.70%,wholesale-sales-306,Wholesale Sales 
406189,437,Economic Activity,20-05-20 19:00,Argentina,ARS,Moderate Volatility Expected,,-3.40%,-2.20%,economic-activity-437,Economic Activity 
406179,995,Exports,20-05-20 23:50,Japan,JPY,Moderate Volatility Expected,,-10.10%,-11.70%,exports-995,Exports 
406178,1005,Trade Balance,20-05-20 23:50,Japan,JPY,Moderate Volatility Expected,,420.0B,5.4B,trade-balance-1005,Trade Balance
406198,34,CBI Industrial Trends Orders,21-05-20 10:00,United Kingdom,GBP,Moderate Volatility Expected,,,-56,cbi-industrial-trends-orders-34,CBI Industrial Trends Orders
406200,1067,Overnight Lending Rate,21-05-20 11:00,Turkey,TRY,Moderate Volatility Expected,,,10.25%,overnight-lending-rate-1067,Overnight Lending Rate
406210,908,Philly Fed Employment,21-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-46.7,philly-fed-employment-908,Philadelphia Fed Employment
406214,604,Interest Rate Decision,21-05-20 13:00,South Africa,ZAR,Moderate Volatility Expected,,3.75%,4.25%,interest-rate-decision-604,Interest Rate Decision
406221,891,Existing Home Sales,21-05-20 14:00,United States,USD,Moderate Volatility Expected,,-8.10%,-8.50%,existing-home-sales-891,Existing Home Sales 
406236,257,Retail Sales,21-05-20 22:45,New Zealand,NZD,Moderate Volatility Expected,,,0.70%,retail-sales-257,Retail Sales 
406240,344,National Core CPI,21-05-20 23:30,Japan,JPY,Moderate Volatility Expected,,0.40%,0.40%,national-core-cpi-344,National Core Consumer Price Index (CPI) 
406265,870,Capacity Utilization,22-05-20 07:00,Turkey,TRY,Moderate Volatility Expected,,,61.60%,capacity-utilization-870,Capacity Utilization
405712,653,Retail Sales,22-05-20 08:00,Poland,PLN,Moderate Volatility Expected,,-16.90%,-7.10%,retail-sales-653,Retail Sales 
406296,856,Core Retail Sales,22-05-20 08:30,United Kingdom,GBP,Moderate Volatility Expected,,-3.50%,-3.70%,core-retail-sales-856,Core Retail Sales 
406295,857,Core Retail Sales,22-05-20 08:30,United Kingdom,GBP,Moderate Volatility Expected,,-4.70%,-4.10%,core-retail-sales-857,Core Retail Sales 
406294,731,Retail Sales,22-05-20 08:30,United Kingdom,GBP,Moderate Volatility Expected,,-4.70%,-5.80%,retail-sales-731,Retail Sales 
406314,1149,Retail Sales,22-05-20 11:00,Mexico,MXN,Moderate Volatility Expected,,,-1.10%,retail-sales-1149,Retail Sales 
406326,260,Retail Sales,22-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,,0.30%,retail-sales-260,Retail Sales 
406848,1612,CFTC GBP speculative net positions,22-05-20 19:30,United Kingdom,GBP,Moderate Volatility Expected,,,-12.0K,cftc-gbp-speculative-net-positions-1612,CFTC GBP speculative net positions
406856,1653,CFTC Crude Oil speculative net positions,22-05-20 19:30,United States,USD,Moderate Volatility Expected,,,530.6K,cftc-crude-oil-speculative-net-positions-1653,CFTC Crude Oil speculative net positions
406854,1618,CFTC Gold speculative net positions,22-05-20 19:30,United States,USD,Moderate Volatility Expected,,,250.0K,cftc-gold-speculative-net-positions-1618,CFTC Gold speculative net positions
406846,1959,CFTC Nasdaq 100 speculative net positions,22-05-20 19:30,United States,USD,Moderate Volatility Expected,,,12.8K,cftc-nasdaq-100-speculative-net-positions-1959,CFTC Nasdaq 100 speculative net positions
406847,1814,CFTC BRL speculative net positions,22-05-20 19:30,Brazil,BRL,Moderate Volatility Expected,,,-11.1K,cftc-brl-speculative-net-positions-1814,CFTC BRL speculative net positions
406851,1611,CFTC EUR speculative net positions,22-05-20 19:30,Euro Zone,EUR,Moderate Volatility Expected,,,76.3K,cftc-eur-speculative-net-positions-1611, speculative net positions
406416,738,German GDP,25-05-20 06:00,Germany,EUR,Moderate Volatility Expected,,0.30%,0.30%,german-gdp-738,Gross Domestic Product (GDP) 
406424,521,German Business Expectations,25-05-20 08:00,Germany,EUR,Moderate Volatility Expected,,75,69.4,german-business-expectations-521,Business Expectations
406426,520,German Current Assessment,25-05-20 08:00,Germany,EUR,Moderate Volatility Expected,,81,79.5,german-current-assessment-520,Current Assessment
406662,590,GDP Annualized,25-05-20 10:00,Israel,ILS,Moderate Volatility Expected,,,4.60%,gdp-annualized-590,Gross Domestic Product (GDP) 
406440,592,Interest Rate Decision,25-05-20 13:00,Israel,ILS,Moderate Volatility Expected,,0.18%,0.10%,interest-rate-decision-592,Interest Rate Decision
400691,1523,CAGED Net Payroll Jobs,25-05-20 18:00,Brazil,BRL,Moderate Volatility Expected,,70.00K,-307.31K,caged-net-payroll-jobs-1523,CAGED Net Payroll Jobs
406459,1064,Trade Balance,25-05-20 22:45,New Zealand,NZD,Moderate Volatility Expected,,,"-3,460M",trade-balance-1064,Trade Balance 
406460,290,Trade Balance,25-05-20 22:45,New Zealand,NZD,Moderate Volatility Expected,,,672M,trade-balance-290,Trade Balance 
406461,1112,CPI,26-05-20 05:00,Singapore,SGD,Moderate Volatility Expected,,-0.30%,0.30%,cpi-1112,Consumer Price Index (CPI) 
406465,359,GfK German Consumer Climate,26-05-20 06:00,Germany,EUR,Moderate Volatility Expected,,-1.8,-23.4,gfk-german-consumer-climate-359,GfK Consumer Climate
406467,98,Employment Level,26-05-20 06:30,Switzerland,CHF,Moderate Volatility Expected,,,5.130M,employment-level-98,Employment Level
406473,650,Unemployment Rate,26-05-20 08:00,Poland,PLN,Moderate Volatility Expected,,5.70%,5.40%,unemployment-rate-650,Unemployment Rate
406477,1147,GDP,26-05-20 11:00,Mexico,MXN,Moderate Volatility Expected,,,-1.60%,gdp-1147,Gross Domestic Product (GDP) 
406476,419,GDP,26-05-20 11:00,Mexico,MXN,Moderate Volatility Expected,,-0.40%,-1.60%,gdp-419,Gross Domestic Product (GDP) 
406487,329,S&P/CS HPI Composite - 20 n.s.a.,26-05-20 13:00,United States,USD,Moderate Volatility Expected,,3.20%,3.50%,s&p-cs-hpi-composite---20-n.s.a.-329,S&P/CS HPI Composite - 20 n.s.a. 
406485,555,Retail Sales,26-05-20 13:00,Russia,RUB,Moderate Volatility Expected,,-15.00%,5.60%,retail-sales-555,Retail Sales 
406490,556,Unemployment Rate,26-05-20 13:00,Russia,RUB,Moderate Volatility Expected,,5.50%,4.70%,unemployment-rate-556,Unemployment Rate
406494,896,New Home Sales,26-05-20 14:00,United States,USD,Moderate Volatility Expected,,-15.00%,-15.40%,new-home-sales-896,New Home Sales 
406502,46,Construction Work Done,27-05-20 01:30,Australia,AUD,Moderate Volatility Expected,,-1.00%,-3.00%,construction-work-done-46,Construction Work Done 
406511,673,Quarterly Unemployment Rate,27-05-20 07:00,Hungary,HUF,Moderate Volatility Expected,,,3.70%,quarterly-unemployment-rate-673,Quarterly Unemployment Rate
406518,1223,Core CPI,27-05-20 08:00,South Africa,ZAR,Moderate Volatility Expected,,0.70%,0.60%,core-cpi-1223,Core Consumer Price Index (CPI) 
406521,599,CPI,27-05-20 08:00,South Africa,ZAR,Moderate Volatility Expected,,,0.30%,cpi-599,Consumer Price Index (CPI) 
406540,27,ANZ Business Confidence,28-05-20 01:00,New Zealand,NZD,Moderate Volatility Expected,,,-66.6,anz-business-confidence-27,ANZ Business Confidence
406545,252,Private New Capital Expenditure,28-05-20 01:30,Australia,AUD,Moderate Volatility Expected,,0.40%,-2.80%,private-new-capital-expenditure-252,Private New Capital Expenditure 
406553,968,Spanish HICP,28-05-20 07:00,Spain,EUR,Moderate Volatility Expected,,-0.80%,-0.70%,spanish-hicp-968,Harmonised Index of Consumer Prices (HICP) 
406585,128,German CPI,28-05-20 12:00,Germany,EUR,Moderate Volatility Expected,,,0.40%,german-cpi-128,Consumer Price Index (CPI) 
405331,447,Interest Rate Decision,28-05-20 12:00,Poland,PLN,Moderate Volatility Expected,,0.50%,0.50%,interest-rate-decision-447,Interest Rate Decision
406606,86,Durable Goods Orders,28-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-14.70%,durable-goods-orders-86,Durable Goods Orders 
406604,343,GDP Price Index,28-05-20 12:30,United States,USD,Moderate Volatility Expected,,1.40%,1.40%,gdp-price-index-343,Gross Domestic Product (GDP) Price Index 
406598,79,Current Account,28-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,-9.0B,-8.8B,current-account-79,Current Account
406625,1001,Jobs/applications ratio,28-05-20 23:30,Japan,JPY,Moderate Volatility Expected,,1.4,1.39,jobs-applications-ratio-1001,Jobs/applications ratio
406624,328,Tokyo Core CPI,28-05-20 23:30,Japan,JPY,Moderate Volatility Expected,,0.10%,-0.10%,tokyo-core-cpi-328,Tokyo Core Consumer Price Index (CPI) 
406622,1908,CPI Tokyo Ex Food and Energy,28-05-20 23:30,Japan,JPY,Moderate Volatility Expected,,,0.10%,cpi-tokyo-ex-food-and-energy-1908,Tokyo Consumer Price Index (CPI) Excluding Food and Energy
406632,159,Industrial Production,28-05-20 23:50,Japan,JPY,Moderate Volatility Expected,,-5.20%,-0.30%,industrial-production-159,Industrial Production 
406631,261,Retail Sales,28-05-20 23:50,Japan,JPY,Moderate Volatility Expected,,-4.70%,-4.60%,retail-sales-261,Retail Sales 
406633,321,Private Sector Credit,29-05-20 01:30,Australia,AUD,Moderate Volatility Expected,,,1.00%,private-sector-credit-321,Private Sector Credit 
406656,363,Nationwide HPI,29-05-20 06:00,United Kingdom,GBP,Moderate Volatility Expected,,-0.30%,0.70%,nationwide-hpi-363,Nationwide HPI 
406657,850,Nationwide HPI,29-05-20 06:00,United Kingdom,GBP,Moderate Volatility Expected,,2.50%,3.70%,nationwide-hpi-850,Nationwide HPI 
406652,138,German Retail Sales,29-05-20 06:00,Germany,EUR,Moderate Volatility Expected,,-7.30%,-5.60%,german-retail-sales-138,Retail Sales 
406664,111,French Consumer Spending,29-05-20 06:45,France,EUR,Moderate Volatility Expected,,-5.50%,-17.90%,french-consumer-spending-111,Consumer Spending 
406663,113,French GDP,29-05-20 06:45,France,EUR,Moderate Volatility Expected,,-0.10%,-5.80%,french-gdp-113,Gross Domestic Product (GDP) 
406674,360,KOF Leading Indicators,29-05-20 07:00,Switzerland,CHF,Moderate Volatility Expected,,63.5,63.5,kof-leading-indicators-360,KOF Leading Indicators
406677,408,GDP,29-05-20 07:00,Turkey,TRY,Moderate Volatility Expected,,5.00%,6.00%,gdp-408,Gross Domestic Product (GDP) 
406675,451,GDP,29-05-20 07:00,Hungary,HUF,Moderate Volatility Expected,,,4.50%,gdp-451,Gross Domestic Product (GDP) 
406693,1186,GDP,29-05-20 07:30,Sweden,SEK,Moderate Volatility Expected,,0.80%,,gdp-1186,Gross Domestic Product (GDP) 
406694,426,GDP,29-05-20 07:30,Sweden,SEK,Moderate Volatility Expected,,0.20%,,gdp-426,Gross Domestic Product (GDP) 
406702,873,CPI,29-05-20 08:00,Poland,PLN,Moderate Volatility Expected,,-0.20%,0.20%,cpi-873,Consumer Price Index (CPI) 
406701,445,CPI,29-05-20 08:00,Poland,PLN,Moderate Volatility Expected,,,3.40%,cpi-445,Consumer Price Index (CPI) 
406728,178,Italian CPI,29-05-20 09:00,Italy,EUR,Moderate Volatility Expected,,-0.30%,0.10%,italian-cpi-178,Consumer Price Index (CPI) 
406767,434,GDP Quarterly,29-05-20 12:00,India,INR,Moderate Volatility Expected,,4.70%,4.70%,gdp-quarterly-434,Gross Domestic Product (GDP) Quarterly 
406770,858,GDP,29-05-20 12:00,Brazil,BRL,Moderate Volatility Expected,,0.50%,0.50%,gdp-858,Gross Domestic Product (GDP) 
406766,413,GDP,29-05-20 12:00,Brazil,BRL,Moderate Volatility Expected,,1.50%,1.70%,gdp-413,Gross Domestic Product (GDP) 
406787,905,Core PCE Price Index,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,1.60%,1.70%,core-pce-price-index-905,Core PCE Price Index 
406786,61,Core PCE Price Index,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,-0.10%,-0.10%,core-pce-price-index-61,Core PCE Price Index 
406788,1650,Goods Trade Balance,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-64.38B,goods-trade-balance-1650,Goods Trade Balance
406785,906,PCE Price index,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,,1.3,pce-price-index-906,PCE Price index (
406784,904,PCE price index,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-0.30%,pce-price-index-904,PCE price index (
406782,235,Personal Spending,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-7.50%,personal-spending-235,Personal Spending 
406789,1887,Retail Inventories Ex Auto,29-05-20 12:30,United States,USD,Moderate Volatility Expected,,,-0.20%,retail-inventories-ex-auto-1887,Retail Inventories Excluding Auto
404618,1758,GDP,29-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,,1.47%,gdp-1758,Gross Domestic Product (GDP) 
406775,1024,GDP,29-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,,0.10%,gdp-1024,Gross Domestic Product (GDP) 
406774,1025,GDP Annualized,29-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,0.30%,0.30%,gdp-annualized-1025,Gross Domestic Product (GDP) Annualized 
406779,266,RMPI,29-05-20 12:30,Canada,CAD,Moderate Volatility Expected,,-13.60%,-15.60%,rmpi-266,Raw Materials Price Index (RMPI) 
406823,38,Chicago PMI,29-05-20 13:45,United States,USD,Moderate Volatility Expected,,38,35.4,chicago-pmi-38,Chicago Purchasing Managers Index (PMI)
406828,900,Michigan Consumer Expectations,29-05-20 14:00,United States,USD,Moderate Volatility Expected,,,,michigan-consumer-expectations-900,Michigan Consumer Expectations
406827,320,Michigan Consumer Sentiment,29-05-20 14:00,United States,USD,Moderate Volatility Expected,,68,71,michigan-consumer-sentiment-320,Michigan Consumer Sentiment
406844,1619,CFTC S&P 500 speculative net positions,29-05-20 19:30,United States,USD,Moderate Volatility Expected,,,-222.4K,cftc-s&p-500-speculative-net-positions-1619,CFTC S&P 500 speculative net positions
406841,1615,CFTC AUD speculative net positions,29-05-20 19:30,Australia,AUD,Moderate Volatility Expected,,,-33.5K,cftc-aud-speculative-net-positions-1615,CFTC AUD speculative net positions
406843,1625,CFTC RUB speculative positions,29-05-20 19:30,Russia,RUB,Moderate Volatility Expected,,,4.1K,cftc-rub-speculative-positions-1625,CFTC RUB speculative positions
406865,1913,Chinese Composite PMI,31-05-20 01:00,China,CNY,Moderate Volatility Expected,,,53.4,chinese-composite-pmi-1913,Composite Purchasing Managers' Index (PMI)
406866,831,Non-Manufacturing PMI,31-05-20 01:00,China,CNY,Moderate Volatility Expected,,,53.2,non-manufacturing-pmi-831,Non-Manufacturing Purchasing Managers Index (PMI)
406870,203,AIG Manufacturing Index,31-05-20 22:30,Australia,AUD,Moderate Volatility Expected,,,35.8,aig-manufacturing-index-203,AIG Manufacturing Index
406871,32,Capital Spending,31-05-20 23:50,Japan,JPY,Moderate Volatility Expected,,,-3.50%,capital-spending-32,Capital Spending 
406884,1091,Core Inflation,01-06-20 04:00,Indonesia,IDR,Moderate Volatility Expected,,2.90%,2.85%,core-inflation-1091,Core Inflation 
406885,1074,Inflation,01-06-20 04:00,Indonesia,IDR,Moderate Volatility Expected,,0.17%,0.08%,inflation-1074,Inflation 
406892,1630,Markit Manufacturing PMI,01-06-20 06:00,Russia,RUB,Moderate Volatility Expected,,,31.3,markit-manufacturing-pmi-1630,Markit Manufacturing Purchasing Managers Index (PMI)
406900,667,Spanish Manufacturing PMI,01-06-20 07:15,Spain,EUR,Moderate Volatility Expected,,34,30.8,spanish-manufacturing-pmi-667,Manufacturing Purchasing Managers Index (PMI)
406905,832,Italian Manufacturing PMI,01-06-20 07:45,Italy,EUR,Moderate Volatility Expected,,,31.1,italian-manufacturing-pmi-832,Manufacturing Purchasing Managers Index (PMI)
406918,829,Manufacturing PMI,01-06-20 13:45,United States,USD,Moderate Volatility Expected,,,36.9,manufacturing-pmi-829,Manufacturing Purchasing Managers Index (PMI)
406921,1046,ISM Manufacturing Employment,01-06-20 14:00,United States,USD,Moderate Volatility Expected,,37,27.5,ism-manufacturing-employment-1046,ISM Manufacturing Employment
406941,23,Building Consents,01-06-20 22:45,New Zealand,NZD,Moderate Volatility Expected,,,-21.30%,building-consents-23,Building Consents 
406953,467,CPI,01-06-20 23:00,South Korea,KRW,Moderate Volatility Expected,,,0.10%,cpi-467,Consumer Price Index (CPI) 
406948,40,Company Gross Operating Profits,02-06-20 01:30,Australia,AUD,Moderate Volatility Expected,,-3.50%,-3.50%,company-gross-operating-profits-40,Company Gross Operating Profits 
406947,80,Current Account,02-06-20 01:30,Australia,AUD,Moderate Volatility Expected,,2.3B,1.0B,current-account-80,Current Account
406952,259,Retail Sales,02-06-20 06:30,Switzerland,CHF,Moderate Volatility Expected,,,-5.60%,retail-sales-259,Retail Sales 
406964,278,procure.ch PMI,02-06-20 07:30,Switzerland,CHF,Moderate Volatility Expected,,34.6,40.7,procure.ch-pmi-278,procure.ch Purchasing Managers Index (PMI)
406965,340,French Manufacturing PMI,02-06-20 07:50,France,EUR,Moderate Volatility Expected,,31.5,31.5,french-manufacturing-pmi-340,Manufacturing Purchasing Managers Index (PMI)
406967,201,Manufacturing PMI,02-06-20 08:00,Euro Zone,EUR,Moderate Volatility Expected,,33.6,33.6,manufacturing-pmi-201,Eurozone Manufacturing Purchasing Managers Index (PMI)
406980,1912,Services PMI,03-06-20 00:30,Japan,JPY,Moderate Volatility Expected,,,21.5,services-pmi-1912,Services Purchasing Managers' Index (PMI)
406986,22,Building Approvals,03-06-20 01:30,Australia,AUD,Moderate Volatility Expected,,-15.00%,-4.00%,building-approvals-22,Building Approvals 
406982,1013,GDP,03-06-20 01:30,Australia,AUD,Moderate Volatility Expected,,1.90%,2.20%,gdp-1013,Gross Domestic Product (GDP) 
406989,596,Caixin Services PMI,03-06-20 01:45,China,CNY,Moderate Volatility Expected,,,44.4,chinese-caixin-services-pmi-596,Caixin Services Purchasing Managers Index (PMI)
406994,122,GDP,03-06-20 05:45,Switzerland,CHF,Moderate Volatility Expected,,0.20%,0.30%,gdp-122,Gross Domestic Product (GDP) 
406993,957,GDP,03-06-20 05:45,Switzerland,CHF,Moderate Volatility Expected,,1.30%,1.50%,gdp-957,Gross Domestic Product (GDP) 
406995,1629,Markit Services PMI,03-06-20 06:00,Russia,RUB,Moderate Volatility Expected,,,12.2,markit-services-pmi-1629,Markit Services Purchasing Managers Index (PMI)
407000,871,CPI,03-06-20 07:00,Turkey,TRY,Moderate Volatility Expected,,10.88%,10.94%,cpi-871,Consumer Price Index (CPI) 
406998,611,CPI,03-06-20 07:00,Turkey,TRY,Moderate Volatility Expected,,0.60%,0.85%,cpi-611,Consumer Price Index (CPI) 
407004,668,Spanish Services PMI,03-06-20 07:15,Spain,EUR,Moderate Volatility Expected,,10,7.1,spanish-services-pmi-668,Services Purchasing Managers Index (PMI)
407006,833,Italian Services PMI,03-06-20 07:45,Italy,EUR,Moderate Volatility Expected,,9,10.8,italian-services-pmi-833,Services Purchasing Managers Index (PMI)
407007,142,German Unemployment Rate,03-06-20 07:55,Germany,EUR,Moderate Volatility Expected,,5.20%,5.80%,german-unemployment-rate-142,Unemployment Rate
407011,1562,IPC-Fipe Inflation Index,03-06-20 08:00,Brazil,BRL,Moderate Volatility Expected,,,-0.30%,ipc-fipe-inflation-index-1562,IPC-Fipe Inflation Index 
407016,299,Unemployment Rate,03-06-20 09:00,Euro Zone,EUR,Moderate Volatility Expected,,7.70%,7.40%,unemployment-rate-299,Eurozone Unemployment Rate
407029,414,Industrial Production,03-06-20 12:00,Brazil,BRL,Moderate Volatility Expected,,-1.60%,-3.80%,industrial-production-414,Industrial Production 
407032,189,Labor Productivity,03-06-20 12:30,Canada,CAD,Moderate Volatility Expected,,,-0.10%,labor-productivity-189,Labor Productivity 
407036,1492,Markit Composite PMI,03-06-20 13:45,United States,USD,Moderate Volatility Expected,,,27.4,markit-composite-pmi-1492,Markit Composite Purchasing Managers Index (PMI)
407037,1062,Services PMI,03-06-20 13:45,United States,USD,Moderate Volatility Expected,,,27,services-pmi-1062,Services Purchasing Managers Index (PMI)
407045,100,Factory Orders,03-06-20 14:00,United States,USD,Moderate Volatility Expected,,-9.70%,-10.30%,factory-orders-100,Factory Orders 
407041,1048,ISM Non-Manufacturing Employment,03-06-20 14:00,United States,USD,Moderate Volatility Expected,,,30,ism-non-manufacturing-employment-1048,ISM Non-Manufacturing Employment
407059,71,CPI,04-06-20 06:30,Switzerland,CHF,Moderate Volatility Expected,,-0.10%,-0.40%,cpi-71,Consumer Price Index (CPI) 
407063,341,French Services PMI,04-06-20 07:50,France,EUR,Moderate Volatility Expected,,10.4,10.4,french-services-pmi-341,Services Purchasing Managers Index (PMI)
407066,140,German Services PMI,04-06-20 07:55,Germany,EUR,Moderate Volatility Expected,,15.9,15.9,german-services-pmi-140,Services Purchasing Managers Index (PMI)
407068,1491,Markit Composite PMI,04-06-20 08:00,Euro Zone,EUR,Moderate Volatility Expected,,13.5,13.5,markit-composite-pmi-1491,Eurozone Markit Composite Purchasing Managers Index (PMI)
407067,272,Services PMI,04-06-20 08:00,Euro Zone,EUR,Moderate Volatility Expected,,11.7,11.7,services-pmi-272,Eurozone Services Purchasing Managers Index (PMI)
406610,228,Nonfarm Productivity,04-06-20 12:30,United States,USD,Moderate Volatility Expected,,1.40%,-2.50%,nonfarm-productivity-228,Nonfarm Productivity 
406611,303,Unit Labor Costs,04-06-20 12:30,United States,USD,Moderate Volatility Expected,,,4.80%,unit-labor-costs-303,Unit Labor Costs 
406796,528,Private Nonfarm Payrolls,05-06-20 12:30,United States,USD,Moderate Volatility Expected,,"-21,050K","-19,520K",private-nonfarm-payrolls-528,Private Nonfarm Payrolls
402605,230,OPEC Meeting,10-06-20 10:00,United States,USD,Moderate Volatility Expected,,,,opec-meeting-230,OPEC Meeting
403592,1648,EU Finance Ministers Meeting,12-06-20 10:00,Euro Zone,EUR,Moderate Volatility Expected,,,,eu-finance-ministers-meeting-1648,Finance Ministers Meeting
406840,1614,CFTC JPY speculative net positions,12-06-20 19:30,Japan,JPY,Moderate Volatility Expected,,,27.2K,cftc-jpy-speculative-net-positions-1614,CFTC JPY speculative net positions
403668,165,BoJ Interest Rate Decision,16-06-20 05:58,Japan,JPY,Moderate Volatility Expected,,,-0.10%,boj-interest-rate-decision-165,Interest Rate Decision
406561,444,Interest Rate Decision,18-06-20 08:00,Norway,NOK,Moderate Volatility Expected,,,,interest-rate-decision-444,Interest Rate Decision
400212,1628,Monetary Policy Meeting Minutes,26-11-20 15:00,Mexico,MXN,Moderate Volatility Expected,,,,monetary-policy-meeting-minutes-1628,Monetary Policy Meeting Minutes
401390,1764,WASDE Report,10-12-20 17:00,United States,USD,Moderate Volatility Expected,,,,wasde-report-1764,Department of Agriculture (USDA) World Agricultural Supply and Demand Estimates Report
401236,1673,OPEC Monthly Report,14-12-20 11:00,United States,USD,Moderate Volatility Expected,,,,opec-monthly-report-1673,OPEC Monthly Report
400219,423,Interest Rate Decision,17-12-20 19:00,Mexico,MXN,Moderate Volatility Expected,,,,interest-rate-decision-423,Interest Rate Decision
403770,1804,CBRT Monetary Policy Meeting Minutes,31-12-20 11:00,Turkey,TRY,Moderate Volatility Expected,,,,cbrt-monetary-policy-meeting-minutes-1804,Monetary Policy Meeting Minutes
